,initial_age,weight,family_kind,race,marital_status,accumulated_capital,annual_contribution,income
5492,61,1655,1,3,1,-158300.5114907223,0.16,117822.44
5493,48,1686,1,3,1,-158200.33500093725,0.23,192006.19
5494,54,1805,2,3,4,109682.69862911048,0.19,16559.67
5495,56,1608,3,3,5,-26416.18506657336,0.15,19212.16
5496,56,1608,3,3,4,68779.45028914801,0.22,20371.5
5497,53,1713,1,3,1,-198171.8381322025,0.18,72595.44
5498,52,1752,1,3,1,-3118.564836694224,0.1,10333.25
5499,60,2388,2,3,1,-158296.9029866704,0.32,219676.32
5500,40,2678,2,3,1,-47563.94123453144,0.15,236910.18
5501,35,2994,3,3,5,-112694.68831394048,0.03,58438.88
5502,54,3043,3,3,4,83776.45653788517,0.02,102705.98
5503,38,1706,3,3,4,-264989.62888170686,0.08,4758.76
5504,50,1207,3,3,5,-233403.64357914036,0.23,42225.57
5505,52,1582,1,3,1,-87565.31564842965,0.05,66088.52
5506,58,1655,3,3,4,-107290.3344412072,0.18,31360.99
5507,53,1628,1,3,1,-168819.2879516437,0.29,150388.81
5508,39,1532,3,3,5,120747.96350778642,0.06,77268.81
5509,47,1713,1,3,1,-105067.15622333452,0.03,71047.06
5510,62,3210,1,3,1,33527.200975820044,0.3,153201.04
5511,53,2110,1,2,1,2134.2252878744903,0.03,137312.59
5512,44,1968,1,2,1,-14921.562501327347,0.31,46583.29
5513,38,2187,3,2,5,-42164.9718094256,0.21,208751.84
5514,49,2183,1,2,1,35877.74107411506,0.24,37752.41
5515,56,2219,2,2,5,253132.61737051303,0.31,104945.38
5516,61,2009,3,2,4,4662.310375870218,0.35,25784.09
5517,50,2119,2,2,5,-95333.61343651764,0.26,30497.35
5518,39,1910,2,4,5,-86976.33029574896,0.29,75604.31
5519,39,2073,3,4,5,45353.25400013613,0.26,32734.89
5520,36,2137,1,2,1,-170010.47783855192,0.02,78414.9
5521,63,2332,1,2,1,164009.97066725217,0.04,149773.97
5522,43,1688,3,4,4,30777.231691453504,0.33,82647.98
5523,57,2025,1,2,1,99914.17406268916,0.26,45999.16
5524,43,1874,3,2,3,-198167.90740530184,0.18,24244.32
5525,46,2221,2,2,5,97420.88459885868,0.35,15587.83
5526,49,2400,3,2,5,35512.382685208155,0.01,26040.29
5527,57,2007,3,2,5,26540.38698448613,0.17,39133.08
5528,44,1874,3,2,5,37604.05420400792,0.13,66358.39
5529,38,2136,3,2,1,-166718.28786734346,0.18,18037.71
5530,43,1886,2,2,5,166514.0150539923,0.07,41473.93
5531,50,2381,1,2,1,6979.552744865892,0.21,149389.23
5532,40,1960,3,2,4,-320643.75035699207,0.06,107117.66
5533,45,2031,3,2,5,20122.3875194509,0.1,82787.2
5534,56,2007,3,2,2,-225166.57553405952,0.34,89391.06
5535,46,2359,3,3,5,8987.9922307668,0.02,62867.13
5536,63,1597,2,3,5,231680.56542296623,0.21,88718.84
5537,36,1625,2,3,5,-135065.07857083547,0.29,24889.68
5538,46,1468,3,3,4,47297.34336246523,0.07,101585.95
5539,58,1558,2,3,5,-173965.8496163623,0.09,158776.9
5540,55,1733,2,2,1,25144.348260231814,0.25,133160.08
5541,60,1277,1,3,1,90466.71029160106,0.15,115002.94
5542,45,1545,1,3,1,63867.16728354264,0.32,159149.11
5543,49,2080,2,2,3,99282.01413381608,0.01,115893.09
5544,48,1301,2,3,3,634.9614266271057,0.12,64701.38
5545,58,1843,3,2,3,78713.1778199555,0.16,140301.66
5546,41,1763,3,2,5,50810.280756603934,0.07,51677.52
5547,48,1081,3,3,5,45352.276394353605,0.25,97151.26
5548,37,1574,1,2,1,-220205.46265936343,0.22,57862.69
5549,61,1843,1,2,1,-233246.18922284347,0.12,64240.64
5550,52,1579,3,4,5,-156079.27551639083,0.26,75674.76
5551,52,1579,2,3,5,7676.810149667778,0.19,178893.88
5552,61,1254,3,3,3,14295.959328617691,0.25,87212.48
5553,60,1254,3,3,4,-203586.83385114343,0.32,116764.21
5554,35,3102,3,1,5,6969.850980444373,0.13,53189.25
5555,35,1837,2,3,4,54467.30352152907,0.21,92138.44
5556,50,2333,2,2,4,736021.718503314,0.33,31987.54
5557,48,1641,2,3,1,48086.35509740562,0.33,8984.37
5558,38,2820,2,3,1,31553.946471734005,0.05,83944.78
5559,51,2878,3,3,5,20477.135363399408,0.09,27394.78
5560,38,2832,3,3,3,-64691.872159956925,0.12,44818.83
5561,36,2019,2,2,5,187047.30333528883,0.01,80192.0
5562,57,1706,3,3,4,-256701.55376665664,0.07,30878.42
5563,62,2062,1,4,1,33928.28654238021,0.15,66943.57
5564,62,2062,1,4,1,-130149.02580684578,0.09,63568.97
5565,62,2325,1,2,1,117215.41044987696,0.09,78418.19
5566,44,1772,1,2,1,-291584.27575840254,0.05,71845.89
5567,55,3448,1,1,1,20158.93438429681,0.12,127270.5
5568,62,3530,3,1,2,-88833.91230385962,0.3,57168.45
5569,48,3561,2,1,5,-54547.331468722565,0.07,49230.1
5570,38,3758,2,1,5,-191563.42277515912,0.2,101758.9
5571,45,2182,2,2,3,-50967.98611706493,0.34,28781.53
5572,37,1834,2,2,5,-235990.72847464675,0.23,14874.95
5573,38,2346,3,3,4,38091.40713664648,0.12,55193.81
5574,36,1865,3,2,5,75524.74553925465,0.18,21339.92
5575,57,1899,1,2,1,473614.94039148267,0.27,65046.13
5576,40,2013,3,2,5,-75360.85797474041,0.28,25257.62
5577,50,1142,1,3,1,174180.21089249852,0.17,75691.07
5578,57,1385,1,4,1,222631.141900913,0.16,37590.51
5579,56,3560,3,2,3,46460.01438276945,0.08,77480.57
5580,35,3224,2,1,5,715396.1467390242,0.15,169045.6
5581,58,1340,3,3,4,85439.77349093265,0.15,2691.76
5582,44,4053,2,1,5,92328.78891199286,0.11,122302.94
5583,50,1362,1,3,1,-65025.81557517422,0.24,59745.98
5584,35,2319,3,3,5,-206759.9110968408,0.31,45640.79
5585,38,2060,1,2,1,-40624.89081112144,0.14,51905.07
5586,40,1854,3,2,5,-418.3689415164413,0.06,60073.28
5587,43,1362,1,3,1,-319223.3423227472,0.3,93657.28
5588,48,1540,3,3,5,-62252.56643202548,0.22,55358.33
5589,39,2020,1,1,1,-44417.42269900209,0.35,18633.25
5590,43,1362,3,3,5,-119327.22496662248,0.28,18021.67
5591,50,1905,3,4,5,102113.93730387322,0.11,17858.05
5592,63,2138,1,4,1,34581.33914056657,0.04,71922.43
5593,53,1905,3,4,5,-1692.39822537973,0.1,36211.45
5594,44,1854,3,2,5,-167693.7550277159,0.13,110594.7
5595,51,1987,3,2,1,32628.163035355024,0.07,37365.23
5596,58,1987,1,2,1,-28074.57762321872,0.28,119099.89
5597,44,1854,3,2,4,121499.09136708084,0.23,10320.87
5598,58,1858,1,2,1,-208547.10019780695,0.11,61124.71
5599,42,1824,1,1,1,48063.05007442055,0.12,74440.08
5600,36,1936,3,1,3,109179.43258625452,0.06,86206.18
5601,35,3413,2,1,5,208347.58652205404,0.27,18862.22
5602,59,1933,1,2,1,-207273.4338080624,0.32,80608.77
5603,41,3238,3,1,3,452893.0148846489,0.17,107460.04
5604,35,3238,3,1,2,21331.067904499727,0.02,49726.14
5605,62,1611,3,2,2,105172.61479680016,0.26,69880.07
5606,43,2945,3,3,1,-32853.09704364789,0.04,129383.47
5607,53,1592,2,2,3,40942.09556005267,0.32,95111.03
5608,58,1521,3,3,2,83039.77608480303,0.09,18607.32
5609,42,1850,1,2,1,-75023.28809261258,0.23,58290.72
5610,39,1648,2,2,3,93681.41348169676,0.26,37412.09
5611,44,1850,1,2,1,-77319.06642320754,0.16,28610.6
5612,38,1651,3,2,5,-172345.41328020277,0.18,41253.07
5613,44,1723,1,4,1,79122.5157597506,0.33,283600.88
5614,53,3620,2,1,3,30847.816419537725,0.06,14358.93
5615,54,3620,2,1,4,451820.2976049179,0.22,37472.62
5616,46,1801,1,1,1,328499.0301405495,0.35,49898.42
5617,44,1723,1,4,1,100255.37191333609,0.26,4623.47
5618,37,3286,1,3,1,-73759.43646384442,0.33,25383.43
5619,54,1988,1,4,1,19976.439841847707,0.16,85122.02
5620,55,3918,1,1,1,-29531.98695768466,0.06,68785.77
5621,59,3806,3,1,2,-37586.08613712185,0.17,32918.43
5622,50,1658,3,3,5,26126.51613117572,0.04,25338.91
5623,36,1654,1,1,1,155628.44813158477,0.16,4020.57
5624,48,1784,1,1,1,-31006.944023521723,0.24,57370.54
5625,48,1557,3,3,4,-257602.4568625381,0.27,39764.23
5626,58,2325,3,2,3,-242525.882624608,0.14,38970.88
5627,47,2271,1,2,1,111955.26462047368,0.2,42853.27
5628,60,2325,3,2,2,81583.81905159642,0.18,22797.7
5629,43,1772,3,2,5,12591.286083977606,0.13,10396.09
5630,44,1772,1,2,1,-123265.07236872424,0.28,125403.19
5631,50,2333,2,2,5,51955.98690343367,0.02,229645.81
5632,40,1772,1,2,1,-156263.255789065,0.15,32657.62
5633,56,1687,3,2,3,87988.13360668723,0.26,29930.54
5634,62,1716,1,3,1,-145397.84144565454,0.02,33469.89
5635,37,1729,3,3,5,101114.68822139443,0.22,47331.55
5636,43,1792,1,1,1,157970.44488029025,0.09,82499.41
5637,36,1654,1,1,1,-16648.19190683517,0.08,42929.59
5638,38,2020,3,2,2,7069.9023777624,0.31,83680.09
5639,44,2013,1,2,1,-39883.06330128791,0.27,64261.02
5640,47,2057,3,2,4,-148874.82887273995,0.0,30712.16
5641,50,2205,3,2,4,-73812.88039057975,0.3,52915.69
5642,49,2057,3,2,5,253881.4779828599,0.33,116781.16
5643,45,1742,2,4,4,43820.41080660985,0.05,59880.16
5644,38,1865,3,2,5,-171920.38817866694,0.02,20541.5
5645,57,1340,1,3,1,-349879.90275972,0.24,56087.29
5646,43,1614,2,3,5,-92563.34306106024,0.17,53565.82
5647,37,1614,3,3,3,140916.32151304718,0.09,169239.34
5648,51,1134,1,3,1,-14623.453078735867,0.34,138488.74
5649,43,1624,1,1,1,122202.91059445008,0.01,27143.9
5650,40,1807,2,1,3,93631.94939148425,0.13,53689.39
5651,37,1807,3,1,5,-37836.61081863352,0.2,164902.6
5652,47,2967,3,1,5,83902.27619835046,0.21,63670.87
5653,47,2967,3,1,5,354957.651623238,0.33,108831.94
5654,35,1807,3,1,4,101124.50996691184,0.22,46724.04
5655,47,2967,3,1,2,144532.05697975255,0.25,69721.23
5656,47,3561,2,1,4,102403.69666034714,0.16,130805.18
5657,60,2947,3,1,4,73771.76740211928,0.22,89106.32
5658,48,2967,3,1,5,87565.46384485869,0.02,135334.69
5659,46,2094,1,2,1,104021.72715380783,0.16,79781.39
5660,58,2752,3,1,3,-174387.9354691343,0.09,20541.71
5661,60,1655,1,4,1,67051.76270160056,0.18,99082.98
5662,38,3758,1,1,1,16382.903888439714,0.28,155980.67
5663,47,1582,3,1,3,-117324.80192849584,0.08,44409.46
5664,61,3297,2,1,5,164395.39046654102,0.33,49436.85
5665,46,2814,2,3,5,2900.02614520166,0.07,38112.87
5666,48,1965,3,2,5,-45868.79181336577,0.22,103712.49
5667,41,1854,3,2,1,-26030.416997226555,0.28,60571.25
5668,42,2341,2,2,5,-196932.0768511492,0.23,24930.74
5669,46,1965,3,2,5,21063.892477780577,0.25,115531.59
5670,36,3630,3,1,5,-224668.31054237456,0.1,67535.15
5671,35,3630,3,1,5,-51984.80593701854,0.33,20404.85
5672,37,3789,1,1,1,330470.075554532,0.34,90624.6
5673,60,1858,3,2,5,5957.1595023655855,0.05,11743.29
5674,40,1854,3,2,5,4994.188959535527,0.25,43529.8
5675,38,3630,3,1,5,80020.24030539629,0.27,100320.26
5676,39,3630,2,1,5,266594.0580560304,0.02,31417.74
5677,38,2060,1,2,1,357050.3138749392,0.06,81335.66
5678,39,3995,2,1,3,-136510.68182119692,0.21,158321.67
5679,36,1528,1,3,1,-152416.069992506,0.32,94748.19
5680,62,3747,3,1,3,-125957.43585021792,0.12,47608.12
5681,50,2003,2,2,5,5642.416827058126,0.32,97059.36
5682,35,1528,1,3,1,237136.3153385976,0.24,50673.5
5683,37,1528,3,3,5,-66357.71623193027,0.23,69191.74
5684,54,3554,3,1,5,88515.28000199853,0.18,65342.31
5685,55,3715,3,1,2,-146933.89640689542,0.29,38665.23
5686,39,1528,3,3,5,100594.57905591516,0.33,38659.99
5687,56,3715,3,1,3,39440.30926952893,0.0,68420.19
5688,42,1850,1,2,1,28889.56576556381,0.08,55572.6
5689,56,1896,2,2,4,-140552.0526837798,0.12,28082.17
5690,56,3666,2,1,5,41228.525847475685,0.27,188382.32
5691,52,3620,2,1,2,-42176.9250661094,0.01,121445.14
5692,53,1592,2,2,4,114054.54005014106,0.01,66235.23
5693,50,1658,3,3,5,-81078.84350114022,0.11,36620.64
5694,43,1801,1,1,1,-9032.92831647539,0.15,16686.56
5695,40,3378,3,1,3,216224.9228822694,0.18,74908.87
5696,47,1917,2,2,2,-2769.633186614769,0.29,66676.96
5697,40,2435,2,2,5,181626.11907256625,0.16,65877.02
5698,40,2435,2,2,5,92236.47574151524,0.24,99937.49
5699,40,2435,2,2,5,101.7731491930613,0.23,66546.64
5700,56,3036,3,3,1,25965.132693883486,0.17,143036.02
5701,42,1850,3,2,3,56416.05700671584,0.06,71643.58
5702,38,1651,3,2,5,28872.030171748247,0.15,146628.78
5703,37,1652,1,1,1,191848.4863857517,0.24,74394.69
5704,62,1933,3,2,4,176257.32460774478,0.16,48950.76
5705,49,3918,1,1,1,50599.32420718204,0.22,67314.94
5706,58,3535,1,1,1,202576.1592047175,0.01,24529.05
5707,47,2090,1,1,1,-153132.83777060235,0.15,60751.19
5708,63,4168,3,1,1,-244029.0868364455,0.04,75941.7
5709,35,1828,3,3,5,19852.761489138204,0.1,74889.74
5710,58,1620,3,1,1,-184080.0301069522,0.02,8354.46
5711,52,2692,3,3,2,81994.5512856617,0.24,116236.04
5712,40,2280,3,3,5,-284875.7458168726,0.27,208283.83
5713,48,2451,3,3,3,-66103.06293170153,0.21,174488.58
5714,63,1363,3,3,4,30479.08659385706,0.07,17797.75
5715,53,1207,3,3,5,-73558.5238842451,0.02,11672.94
5716,59,2133,3,3,3,47774.34899651503,0.25,22909.81
5717,57,3210,3,3,5,-204242.7797482768,0.24,148461.76
5718,58,3210,3,3,5,-38576.80692534854,0.09,78298.79
5719,40,1416,1,3,1,21787.8841603268,0.29,42845.92
5720,62,1391,3,3,5,-286261.2781478465,0.31,71242.07
5721,40,2172,2,3,4,17032.385353349364,0.11,65386.97
5722,38,1706,3,3,5,-149313.06404738664,0.15,99118.31
5723,56,1782,2,1,5,196704.91157477596,0.29,41090.57
5724,50,2611,2,3,4,4491.73797363321,0.12,32954.99
5725,37,2218,2,3,5,-12950.414445633054,0.24,50333.59
5726,41,3113,1,3,1,7508.12381928603,0.31,138406.33
5727,55,1713,1,3,1,11700.568652482723,0.17,89730.16
5728,36,1532,3,3,4,30294.58472887573,0.14,108573.3
5729,50,1752,3,3,3,79095.03579613808,0.03,39279.64
5730,39,2187,3,2,5,-218358.17013079984,0.02,69713.68
5731,39,1753,3,2,5,-139108.61011192785,0.21,2082.82
5732,60,2052,3,2,4,109203.25273252274,0.14,11065.29
5733,43,2137,3,2,3,181013.4816272855,0.14,62656.71
5734,52,2488,2,2,5,65542.45252827922,0.34,32393.18
5735,52,3367,2,2,5,108959.777408009,0.31,119798.62
5736,52,2341,3,2,5,-46545.73835236944,0.07,33370.28
5737,48,1968,1,2,1,210409.2954850952,0.3,71843.04
5738,60,2190,1,4,1,22212.49537489633,0.28,12605.54
5739,47,1923,1,4,1,76693.36173519572,0.12,2265.57
5740,57,1923,2,2,5,23950.47163727148,0.22,82207.85
5741,47,2009,2,2,5,224312.64169760465,0.34,35839.32
5742,49,2009,2,2,5,419456.09748997336,0.02,18432.14
5743,41,2129,1,2,1,246511.23801206375,0.31,108747.54
5744,58,2009,3,2,4,-86776.52924569765,0.26,88759.0
5745,51,1674,1,1,1,131879.78901994086,0.0,34118.43
5746,44,2215,1,4,1,102781.31848494158,0.17,28221.81
5747,60,2262,3,4,1,-59466.779024801166,0.13,56733.4
5748,57,2006,2,2,3,696298.7657939194,0.28,240551.5
5749,39,1747,3,2,5,79719.16340773241,0.13,111278.5
5750,36,2137,3,2,5,-54595.21707092998,0.3,102474.11
5751,36,2137,3,2,5,37284.356783972544,0.26,64767.83
5752,44,2073,1,4,1,32682.99498689721,0.25,286293.4
5753,37,1747,1,1,1,79913.21998694228,0.09,36331.92
5754,57,2181,3,4,5,80100.33899999649,0.18,25540.25
5755,43,1989,1,1,1,304371.6433961955,0.19,97888.1
5756,40,1915,1,4,1,-69382.57675131325,0.05,75589.34
5757,41,1942,1,2,1,348305.9439980892,0.3,23833.74
5758,53,2187,3,2,5,-212765.11458376425,0.22,13976.88
5759,62,2201,2,2,3,-337146.2114810825,0.29,54105.01
5760,52,2187,3,2,5,-58662.28674671452,0.21,10797.81
5761,47,2154,3,2,5,-167719.2197605133,0.23,37768.89
5762,47,2349,3,4,4,-138866.5228609606,0.33,25486.88
5763,44,2076,1,1,1,-65333.82275356333,0.31,4445.87
5764,40,1887,1,1,1,98899.47286670149,0.27,57966.73
5765,39,1792,2,2,5,-7764.082953952135,0.33,141748.36
5766,44,2213,1,4,1,-33494.04229617163,0.29,94651.82
5767,51,1464,1,4,1,-41647.22817382208,0.22,118672.77
5768,63,2458,3,2,2,89256.99773570617,0.16,117502.34
5769,62,1964,3,2,5,-55969.33319472156,0.23,78682.23
5770,48,2400,3,2,3,-227575.5005895057,0.26,66301.3
5771,50,2101,1,2,1,43168.25929715229,0.33,137290.06
5772,60,2044,1,2,1,64780.888040072256,0.22,112969.55
5773,38,1749,1,1,1,16619.235593463472,0.08,120447.38
5774,39,2445,1,4,1,1397.898529461233,0.04,24477.44
5775,62,2180,1,4,1,-10900.227999599643,0.25,65973.39
5776,63,2180,3,4,2,-142995.6081174831,0.16,111350.16
5777,55,2003,1,1,1,-79094.06258822308,0.03,31569.45
5778,41,1739,1,1,1,522399.1727421952,0.19,26195.54
5779,48,1990,1,2,1,-59221.01400063213,0.16,133666.98
5780,62,2216,3,2,5,-79770.95802270625,0.17,87299.67
5781,37,1925,2,2,5,91455.68844956969,0.31,53297.05
5782,46,2005,2,2,5,42330.10062029993,0.02,58011.13
5783,48,1873,1,2,1,-151787.21356957502,0.24,23584.7
5784,63,1522,2,2,5,181170.1736231491,0.23,37220.71
5785,58,1847,1,2,1,82819.37471981063,0.11,26841.81
5786,38,2415,1,3,1,-6636.205391499103,0.31,107172.47
5787,49,1468,1,3,1,121921.4646416323,0.02,164289.91
5788,35,2205,1,4,1,28892.18578606234,0.32,42636.62
5789,41,2415,1,3,1,177649.3174636321,0.0,43517.58
5790,40,2723,2,3,5,-65884.8853923867,0.23,127324.04
5791,49,2138,1,4,1,27873.276064848076,0.13,54435.04
5792,47,1381,2,3,5,244487.520193595,0.13,73834.49
5793,39,1381,3,3,5,-168923.51439548575,0.03,33799.65
5794,42,1889,3,1,4,-76645.60409005251,0.32,13821.1
5795,41,1548,1,3,1,94420.47725503628,0.3,92256.81
5796,39,2028,2,1,5,-40030.97032384322,0.3,131248.01
5797,47,1508,1,1,1,122585.39250762558,0.19,98873.65
5798,46,1910,1,4,1,-32913.88948507058,0.02,66865.73
5799,40,1910,1,4,1,86600.77317954873,0.15,22544.82
5800,52,1517,2,2,5,-23568.96519095201,0.18,34993.3
5801,46,1832,3,2,3,-5273.731805497791,0.06,51496.73
5802,40,1919,1,2,1,118379.98571486068,0.16,97526.78
5803,63,1960,1,2,1,-16600.913356309804,0.19,51227.91
5804,38,1886,2,2,5,10575.792906993636,0.26,66408.7
5805,46,1832,1,2,1,48285.452232187024,0.2,104468.17
5806,53,2233,2,2,5,-70876.69039262811,0.07,153386.83
5807,45,2302,2,2,5,-41919.27536014496,0.31,53590.91
5808,41,2303,2,2,5,-309921.0027685931,0.29,141669.26
5809,61,1810,3,2,5,-155672.26269410708,0.03,166482.82
5810,53,2233,2,2,5,4057.5406131395257,0.11,138159.19
5811,53,1627,2,3,5,-42330.62963838392,0.19,36460.69
5812,46,1545,3,3,1,-42676.030213158505,0.25,33371.47
5813,47,1468,1,3,1,287523.84684666706,0.17,59120.13
5814,38,1894,1,4,1,158410.27847228982,0.23,49205.12
5815,38,1577,3,1,3,-321634.8271121092,0.03,58862.51
5816,44,2916,2,2,5,8119.20545376838,0.34,84346.13
5817,45,1543,3,3,5,84262.45508127422,0.05,139322.11
5818,55,2229,1,2,1,-73628.71044644708,0.13,5497.31
5819,40,1668,1,3,1,-41541.74831569343,0.13,28406.07
5820,57,3418,1,1,1,-63526.03045378644,0.03,27483.19
5821,55,1519,3,1,3,4586.287998002955,0.28,46319.91
5822,52,1519,2,3,3,70705.93186210013,0.04,76965.82
5823,54,1875,3,1,3,123822.61208937278,0.11,25956.32
5824,54,3515,1,1,1,-121891.90264347784,0.12,95968.74
5825,59,3428,2,1,5,80716.62050841516,0.15,17724.04
5826,43,2135,1,4,1,158490.64294319483,0.14,57167.05
5827,56,3418,1,1,1,11854.002773384236,0.29,30633.47
5828,56,3418,3,1,3,3342.266747224149,0.34,57998.32
5829,48,1864,3,1,4,-7954.066026584705,0.19,35121.21
5830,56,2050,1,2,1,91820.1632848184,0.24,17976.69
5831,46,1495,1,3,1,34980.05945938411,0.13,127610.55
5832,46,1864,3,1,3,-123085.330195198,0.08,9284.02
5833,40,1909,1,1,1,38493.72422422689,0.01,160633.71
5834,39,1844,1,1,1,236719.90654282595,0.0,2931.19
5835,40,1668,2,3,5,-166024.40970145733,0.32,37328.96
5836,47,2436,1,2,1,34881.494782520866,0.1,315491.39
5837,54,1818,1,1,1,364632.57815954153,0.05,86386.8
5838,48,1818,3,1,3,26531.96451128263,0.08,87430.6
5839,55,3163,1,1,1,178347.01609271768,0.23,59236.04
5840,57,3567,1,4,1,79968.31940599982,0.33,131966.43
5841,57,3409,1,1,1,-65698.81461411626,0.23,19680.22
5842,62,1815,1,2,1,10073.783411219696,0.04,55572.8
5843,41,4002,2,1,5,48293.14753029097,0.11,93916.17
5844,55,1711,1,1,1,574965.4398247229,0.32,28943.76
5845,57,3500,2,1,5,27125.349377157178,0.27,95074.06
5846,42,1893,1,1,1,-12914.131683486215,0.1,20348.47
5847,45,1893,1,1,1,320048.3321905436,0.19,40738.33
5848,45,3391,3,1,2,-229678.4348245081,0.19,46629.58
5849,48,1808,1,1,1,-3156.120226284485,0.34,36580.79
5850,63,3534,2,1,5,38468.34416740013,0.17,130684.64
5851,46,1455,1,3,1,121140.84678626756,0.32,163237.45
5852,43,1893,1,1,1,-96074.50027717714,0.19,42167.46
5853,58,1559,1,1,1,-175209.62354995275,0.11,126653.77
5854,61,3539,1,1,1,-20853.222269434304,0.26,61923.45
5855,59,3509,1,1,1,-95562.12112877716,0.16,55232.28
5856,42,1414,1,3,1,38183.359076518536,0.09,117092.62
5857,53,1936,1,4,1,408162.8289826311,0.15,16569.67
5858,36,3503,2,1,5,70640.08091633747,0.23,75012.82
5859,51,3831,2,1,5,187891.33839893315,0.02,48114.3
5860,58,3707,1,1,1,19829.099413516,0.27,81838.07
5861,53,3642,1,1,1,-97748.23724807556,0.18,80824.18
5862,56,3707,1,1,1,-152140.31563015294,0.2,69677.82
5863,61,3443,1,1,1,95850.92303308634,0.05,30359.72
5864,58,3642,1,1,1,-29753.93621458632,0.34,227686.57
5865,53,2268,1,4,1,70418.87648289649,0.17,177674.51
5866,48,3817,1,1,1,86144.69384515741,0.25,14362.72
5867,40,2525,3,3,3,104426.93924424233,0.04,48375.42
5868,55,3418,1,1,1,-12100.655807564335,0.02,34589.84
5869,48,1909,1,1,1,19936.35598721712,0.21,31033.05
5870,43,1909,1,1,1,-207448.66819140792,0.22,116758.86
5871,52,1642,3,3,5,-166907.75723009402,0.29,93933.7
5872,58,3418,1,1,1,66982.58117663486,0.29,36933.98
5873,58,3418,1,1,1,71232.26227339622,0.03,63321.18
5874,41,1909,3,1,4,73222.54423331794,0.05,51604.57
5875,36,3304,3,1,5,31181.53378824665,0.27,116778.18
5876,56,3418,1,1,1,18515.1346539066,0.25,76382.4
5877,54,1592,1,1,1,23362.016629345853,0.27,91012.24
5878,46,1818,3,1,4,-42561.18613074955,0.2,48840.92
5879,54,3208,3,1,5,57364.99197138577,0.18,53318.14
5880,40,1657,1,1,1,58342.50994542347,0.02,69297.18
5881,38,1844,1,1,1,-70911.21571468846,0.24,47219.17
5882,48,3532,2,1,5,-102754.89969950156,0.03,30384.6
5883,57,3500,2,1,5,254388.8222751327,0.18,25570.98
5884,57,3163,1,1,1,48252.60226498441,0.31,64947.16
5885,59,3509,3,1,3,-50918.9019398947,0.02,12888.03
5886,54,3509,1,1,1,11709.434723419054,0.29,12566.34
5887,51,2055,1,2,1,666051.7117474139,0.06,26908.85
5888,40,2875,1,2,1,-443016.5954159802,0.01,129339.6
5889,44,1414,1,3,1,-41487.30239720978,0.12,45404.19
5890,42,4851,3,2,5,-55479.426301196494,0.15,18245.36
5891,61,1922,1,2,1,42237.07473658659,0.31,226778.05
5892,40,1678,2,3,3,173306.92875639658,0.15,56957.25
5893,50,2268,3,2,5,-91991.84752949548,0.22,82654.37
5894,56,1946,3,2,3,37220.19298572594,0.22,105291.29
5895,38,2238,1,4,1,76251.91717998001,0.31,190269.2
5896,58,3707,1,1,1,86018.72235898745,0.16,240580.46
5897,57,3707,1,1,1,48972.66498637597,0.35,60712.35
5898,46,1886,1,1,1,566632.8768099317,0.1,15221.3
5899,44,2057,1,1,1,514449.6458256616,0.1,44529.39
5900,55,1977,1,1,1,-105168.62590626437,0.2,62591.19
5901,56,3707,1,1,1,130484.72746016648,0.32,96645.04
5902,38,1655,1,3,1,-6215.833105253984,0.19,29314.52
5903,46,2035,1,1,1,-8620.502970480362,0.17,188691.12
5904,42,2057,1,1,1,10814.733804397943,0.15,164713.27
5905,49,2035,1,1,1,-27732.70528920783,0.08,154653.98
5906,50,3642,3,1,3,-204021.01413203805,0.03,101145.64
5907,56,3642,2,1,3,378967.138599994,0.14,20309.02
5908,36,2179,2,3,5,50641.09555288057,0.17,57349.66
5909,36,1710,1,3,1,-29533.452481286728,0.31,35737.33
5910,52,1771,1,3,1,158725.39515010512,0.24,20020.47
5911,55,1837,1,4,1,70187.03422742744,0.18,311004.31
5912,38,1776,1,3,1,-165031.81059161405,0.23,89104.68
5913,37,1776,3,3,5,3680.825566357181,0.12,7782.73
5914,41,1809,2,3,3,-174707.52070486973,0.02,123986.2
5915,45,1569,3,3,5,-31211.95551232574,0.15,22644.19
5916,42,1525,1,3,1,54268.27544051774,0.31,90266.26
5917,36,1684,1,3,1,-12785.586846061036,0.13,36889.99
5918,37,2087,1,1,1,67645.14364481698,0.13,98049.92
5919,57,1605,1,4,1,723165.6525299497,0.34,66826.66
5920,43,2148,1,4,1,88900.01593476,0.22,147463.95
5921,47,2035,1,1,1,-258064.48780441209,0.11,68207.37
5922,52,2046,1,1,1,-39640.77190572522,0.12,89702.13
5923,47,1985,1,1,1,26969.69669156696,0.06,29697.21
5924,50,1868,1,1,1,79968.83370787154,0.29,113437.94
5925,39,2013,1,1,1,137170.61621230154,0.3,77501.59
5926,46,2175,1,4,1,112110.95023845937,0.19,106056.46
5927,62,2191,1,4,1,-84680.38310459034,0.17,67790.72
5928,52,1855,3,1,3,16411.849433794665,0.26,16326.01
5929,55,1726,1,4,1,27042.40078803335,0.22,21206.44
5930,45,2207,1,1,1,45135.3329428359,0.19,24243.39
5931,44,2304,3,4,1,-48447.9159433258,0.33,33675.26
5932,36,2434,3,2,5,-202022.2821158332,0.05,40319.16
5933,39,2408,1,4,1,174113.1390249634,0.24,57336.82
5934,45,2010,3,1,5,-237581.31639745727,0.34,45417.88
5935,47,2010,2,1,3,275007.84537511994,0.0,127928.85
